Date,Description,Additions,Subtractions
05/09/2024,'Preauthorized Wd TECH CARGO LLC ACH 240509 001152410000096,0.00,-9350.00
05/09/2024,Check 2290 000007063494790,0.00,-348.98
05/09/2024,Check 2291 000007063494800,0.00,-630.00
05/09/2024,'Online Domestic Wire CONCEPT BROKERAGE CONCEPT BROKERAGE INC 000000000000213,0.00,-11318.07
05/09/2024,'Online Intl Wire ANDASHUN GLOBAL SU ANDASHUN GLOBAL SUPPLY CHAIN(HK)LTD 000000000000212,0.00,-21725.00
05/09/2024,'Online Intl Wire MINGKUN INTERNATIO MINGKUN INTERNATIONAL LOGISTICS LTD 000000000000214,0.00,-36744.51
05/10/2024,'Deposit 000007183879930,78380.00,0.00
05/10/2024,'Preauthorized Wd CMA-CGM LLC VIATRUSTLY 240510 021214891918025,0.00,-6100.00
05/10/2024,'Preauthorized Wd PAYCARGO ACHPAYMENT 240509 BATCH 5882712 081000600452762,0.00,-92.00
05/10/2024,'Preauthorized Wd TECH CARGO LLC ACH 240510 001313150000014,0.00,-2538.82
05/10/2024,'Online Domestic Wire CROWLEY LATIN AMER CROWLEY LATIN AMERICAN SERVICES LLC 000000000000338,0.00,-52860.00
05/10/2024,'Automatic Transfer TRANSFER TO DEPOSIT SYSTEM ACCOUNT XXXXXX8503 000000000000000,0.00,-210.37
05/13/2024,'Preauthorized Wd JOHN HANCOCK MAN PAYMENT TRN*1*E30777786\ 028000085146374,0.00,-650.10
05/13/2024,'Preauthorized Wd MASS MUTUAL INS. PREMIUM 240513 021000021914867,0.00,-107.89
05/13/2024,'Preauthorized Wd PAYCARGO ACHPAYMENT 240510 BATCH 5885286 081000601564998,0.00,-882.45
05/13/2024,Check 2292 000007097698230,0.00,-560.00
05/13/2024,'Online Domestic Wire CROWLEY LATIN AMER CROWLEY LATIN AMERICAN SERVICES LLC 000000000000098,0.00,-8810.00
05/14/2024,'Preauthorized Wd PAYCARGO ACHPAYMENT 240513 BATCH 5890061 081000603000253,0.00,-99.50
05/15/2024,'Deposit 000007183944150,5355.00,0.00
05/15/2024,'Deposit 000007183927870,95449.06,0.00
05/15/2024,'Transfer Debit Dp-Ls REF 1361102L FUNDS TRANSFER TO LOAN XXXXXXX7436 NOTE 10102 FROM 997000515110257,0.00,-100.00
05/15/2024,'Transfer Debit Dp-Ls REF 1361104L FUNDS TRANSFER TO LOAN XXXXXXX7436 NOTE 10102 FROM 997000515110425,0.00,-19900.00
05/15/2024,'Preauthorized Wd PAYCARGO ACHPAYMENT 240514 BATCH 5894656 081000604192890,0.00,-1304.57
05/16/2024,'Preauthorized Wd MAERSK A/S 4370003691 RMR*IK*DIRECT DEBI T PAYMENT CONFIRMA T\RMR*IK*IO\ 111000021502601,0.00,-19185.00
05/16/2024,Check 2293 000007063862860,0.00,-1400.00
05/16/2024,Check 2294 000007063863200,0.00,-2072.38
05/16/2024,Check 2295 000007063863190,0.00,-144.49
05/16/2024,'Automatic Transfer TRANSFER TO DEPOSIT SYSTEM ACCOUNT XXXXXX8503 000000000000000,0.00,-29254.70
05/17/2024,'Preauthorized Credit CAPITAL LOGISTIC MILENA 240516 6811688495 211274459716983,2860.00,0.00
05/17/2024,'Deposit 000007183977180,37548.85,0.00
05/20/2024,'Preauthorized Credit INELEC CORPORATI SENDER 240520 719609492 113000025353326,1697.82,0.00
05/20/2024,'Deposit 000007184004190,10330.00,0.00
05/20/2024,Check 2297 000007064035120,0.00,-450.00
05/20/2024,Check 2298 000007064036670,0.00,-360.00
05/20/2024,Check 2300 000007064047940,0.00,-1400.00
05/21/2024,'Preauthorized Wd PAYCARGO ACHPAYMENT 240520 BATCH 5909611 081000609054359,0.00,-65985.50
05/21/2024,'Preauthorized Wd TECH CARGO LLC ACH 240521 001154280000046,0.00,-700.00
05/21/2024,'Preauthorized Wd TECH CARGO LLC ACH 240521 001154280000055,0.00,-1715.00
05/21/2024,'Preauthorized Wd TECH CARGO LLC ACH 240521 001154280000023,0.00,-25244.00
05/21/2024,Check 2301 000007064129230,0.00,-508.25
05/22/2024,'Preauthorized Wd LEASE DIRECT WEB PAY 240522 82557419 043000094192991,0.00,-339.78
05/22/2024,'Preauthorized Wd MAERSK A/S 4330003337 240521 004330003337 111000026831251,0.00,-13333.00
05/22/2024,'Preauthorized Wd PAYCARGO ACHPAYMENT 240521 BATCH 5917001 081000600188643,0.00,-2002.51
05/22/2024,Check 2272 000007064227330,0.00,-1400.00
05/22/2024,Check 2279 000007064230180,0.00,-560.00
05/22/2024,Check 2282 000007064227340,0.00,-400.00
05/22/2024,Check 2299 000007064215790,0.00,-1903.00
05/22/2024,'Maintenance Fee ANALYSIS ACTIVITY FOR 04/24 000000000000000,0.00,-358.43
05/22/2024,'Online Intl Wire GLOBALOG SABANCO B GLOBALOG SA 000000000000182,0.00,-25296.00
05/23/2024,'Deposit 000007184049310,64290.00,0.00
05/24/2024,'Preauthorized Credit SPACE PLUS USA L SENDER 240524 720968748 113000025643431,23508.36,0.00
05/24/2024,Check 2296 000007064412400,0.00,-2255.33
05/24/2024,'Automatic Transfer TRANSFER TO DEPOSIT SYSTEM ACCOUNT XXXXXX8503 000000000000000,0.00,-210.37
05/28/2024,'Wire Transfer-in BACKUP ENERGY SOLU BACKUP ENERGY SOLUTIONS (BES) SRL 000000000000117,3125.00,0.00
05/28/2024,'Automatic Ln Paymt AUTOMATIC LOAN PAY 000000000000000,0.00,-1094.74
05/28/2024,'Preauthorized Wd PAYCARGO ACHPAYMENT 240524 BATCH 5929744 081000603350175,0.00,-3129.50
05/28/2024,Check 2302 000007064544230,0.00,-1100.00
05/28/2024,Check 2303 000007064556230,0.00,-270.00
05/29/2024,'Deposit 000007184115720,4451.00,0.00
05/29/2024,'Deposit 000007184107020,12784.85,0.00
05/29/2024,'Wire Transfer-in OMEGA TECH S.A.OC OMEGA TECH S.A. 000000000000101,30700.00,0.00
05/29/2024,'Preauthorized Wd PAYCARGO ACHPAYMENT 240528 BATCH 5932304 081000605032412,0.00,-10073.81
05/29/2024,Check 2304 000007064622940,0.00,-1335.00
05/30/2024,'Preauthorized Wd CMA-CGM LLC VIATRUSTLY 240530 021214893730793,0.00,-609.00
05/30/2024,'Preauthorized Wd MAERSK A/S 4350003672 240529 004350003672 111000029681346,0.00,-26380.00
05/30/2024,'Preauthorized Wd TECH CARGO LLC ACH 240530 001156180000040,0.00,-45.00
05/30/2024,'Preauthorized Wd TECH CARGO LLC ACH 240530 001156180000106,0.00,-45.00
05/30/2024,'Preauthorized Wd TECH CARGO LLC ACH 240530 001156180000081,0.00,-25679.54
05/30/2024,'Preauthorized Wd TECH CARGO LLC ACH 240530 001713140000114,0.00,-2818.00
05/30/2024,'Online Intl Wire KATIA PEREZ MONTEL KATIA PEREZ MONTELONGO 000000000000150,0.00,-500.00
05/30/2024,'Online Intl Wire DOUBLE ACE CARGO P DOUBLE ACE CARGO PTY S.A 000000000000151,0.00,-1200.00
05/30/2024,'Automatic Transfer TRANSFER TO DEPOSIT SYSTEM ACCOUNT XXXXXX8503 000000000000000,0.00,-26409.75
05/31/2024,'Preauthorized Credit SIAS LOGISTICS L ACH PMT INV. 1580-15586-15 583-15585-15592-15 595-15616-15645 021000020248994,71585.26,0.00
05/31/2024,'Preauthorized Wd PAYCARGO ACHPAYMENT 240530 BATCH 5943181 081000607883668,0.00,-20539.50
05/31/2024,'Preauthorized Wd TECH CARGO LLC ACH 240531 001712140000031,0.00,-6250.00
05/31/2024,'Preauthorized Wd TECH CARGO LLC ACH 240531 001712140000061,0.00,-2163.04
05/31/2024,'Preauthorized Wd TECH CARGO LLC ACH 240531 001712140000080,0.00,-3851.00
05/31/2024,'Preauthorized Wd TECH CARGO LLC ACH 240531 001712140000084,0.00,-5294.82
05/31/2024,Check 2306 000007098562410,0.00,-1270.06
05/31/2024,'Online Domestic Wire CONCEPT BROKERAGE CONCEPT BROKERAGE INC 000000000000678,0.00,-6431.55
05/31/2024,'Online Domestic Wire CROWLEY LATIN AMER CROWLEY LATIN AMERICAN SERVICES LLC 000000000000677,0.00,-57470.00
05/31/2024,Beginning balance,0.00,0.00
06/03/2024,'Deposit 000007184167350,104950.00,0.00
06/03/2024,'Preauthorized Wd PAYCARGO ACHPAYMENT 240531 BATCH 5945950 081000609034689,0.00,-4269.00
06/03/2024,'Preauthorized Wd MERCHANT BNKCD DISCOUNT 240603 938206002884 026008813217663,0.00,-59.85
06/03/2024,Check 2307 000007064806080,0.00,-750.00
06/04/2024,'Preauthorized Credit PAYCARGO ACHPAYMENT 240603 BATCH 5949878 081000600842883,200.00,0.00
06/04/2024,'Wire Transfer-in 1/MULTIMODAL PANAM 1/MULTIMODAL PANAMA S.A. 000000000000591,13773.59,0.00
06/04/2024,'Wire Transfer-in OMEGA TECH S.A.OC OMEGA TECH S.A. 000000000000208,35784.27,0.00
06/04/2024,'Preauthorized Wd TECH CARGO LLC ACH 240604 001311280000023,0.00,-14802.36
06/04/2024,'Preauthorized Wd TECH CARGO LLC ACH 240604 001311280000018,0.00,-25378.00
06/04/2024,Check 2308 000007064927490,0.00,-350.00
06/04/2024,'Online Domestic Wire INQUATRO INCCHOICE INQUATRO INC 000000000000365,0.00,-5800.00
06/04/2024,'Online Intl Wire TRISTAR LOGISTICS TRISTAR LOGISTICS PERU 000000000000364,0.00,-6534.03
06/04/2024,'Online Intl Wire TRANSLOGISTIC SA D TRANSLOGISTIC SA DE CV 000000000000363,0.00,-9085.25
06/05/2024,'Wire Transfer-in COMPANIA GOLY S.A/ COMPANIA GOLY S.A 000000000000323,1979.00,0.00
06/05/2024,'Wire Transfer-in 1/EASY FREIGHT C A 1/EASY FREIGHT C A 000000000000405,10526.00,0.00
06/05/2024,'Preauthorized Wd PAYCARGO ACHPAYMENT 240604 BATCH 5955042 081000602188381,0.00,-774.79
06/05/2024,'Preauthorized Wd TECH CARGO LLC ACH 240605 001711400000110,0.00,-2080.44
06/05/2024,'Preauthorized Wd TECH CARGO LLC ACH 240605 001711400000103,0.00,-3815.00
06/05/2024,'Preauthorized Wd TECH CARGO LLC ACH 240605 001711400000139,0.00,-45.00
06/06/2024,'Preauthorized Credit INELEC CORPORATI SENDER 240606 723037252 113000026407073,397.20,0.00
06/06/2024,'Wire Transfer-in 1/JUMBO MARKET S A 1/JUMBO MARKET S A 000000000000564,1803.50,0.00
06/06/2024,'Preauthorized Wd CYZERG LLC SALE 240606 021000022979534,0.00,-603.45
06/06/2024,'Preauthorized Wd MAGAYA ACH 7868459150 240606 1570000289 026073187399098,0.00,-2706.16
06/06/2024,'Preauthorized Wd VISA PAYMENT 240606 091000015495157,0.00,-3000.00
06/06/2024,'Preauthorized Wd UNITED HEALTHCAR EDI PAYMTS 240606 173024286339 043000266200997,0.00,-5213.00
06/06/2024,'Preauthorized Wd TECH CARGO LLC ACH 240606 001702500000215,0.00,-1800.00
06/06/2024,'Online Domestic Wire BAMA GLOBAL LOGIST BAMA GLOBAL LOGISTICS INC. 000000000000589,0.00,-745.00
06/06/2024,'Online Intl Wire SAFROUND LOGISTICS SAFROUND LOGISTICS (HK) CO LIMITED 000000000000588,0.00,-2364.00
06/07/2024,'Deposit 000007184278750,6852.18,0.00
06/07/2024,'Deposit 000007184295010,17206.00,0.00
06/07/2024,'Transfer Debit Dp-Ls REF 1591442L FUNDS TRANSFER TO LOAN XXXXXXX7436 NOTE 10102 FROM 997000607144216,0.00,-25000.00
06/07/2024,'Preauthorized Wd CMA-CGM LLC VIATRUSTLY 240607 021214894105633,0.00,-3850.00
06/07/2024,'Preauthorized Wd MAERSK A/S 4340003947 240606 004340003947 111000027987818,0.00,-19530.00
06/07/2024,'Preauthorized Wd TECH CARGO LLC ACH 240607 001307440000028,0.00,-8400.00
06/07/2024,Check 2309 000007099078230,0.00,-1600.00
06/07/2024,'Online Domestic Wire CROWLEY LATIN AMER CROWLEY LATIN AMERICAN SERVICES LLC 000000000000411,0.00,-69785.00
06/07/2024,'Automatic Transfer TRANSFER TO DEPOSIT SYSTEM ACCOUNT XXXXXX8503 000000000000000,0.00,-210.37
06/10/2024,'Preauthorized Credit SIAS LOGISTICS L ACH PMT INV #1543-15651-15 649-15705-15704-15 749-15748-15747-15 742-15741-15752 021000023925196,73721.00,0.00
06/10/2024,'Deposit 000007184325150,5745.00,0.00
06/10/2024,'Preauthorized Wd AMWINS GRP BEN INS PREMIU 240610 091000014741924,0.00,-731.28
06/10/2024,'Preauthorized Wd TECH CARGO LLC ACH 240610 001711490000016,0.00,-1606.40
06/10/2024,'Preauthorized Wd TECH CARGO LLC ACH 240610 001711490000021,0.00,-2538.82
06/11/2024,'Preauthorized Credit CAPITAL LOGISTIC MILENA 240611 6811688495 211274459499894,1105.00,0.00
06/11/2024,'Deposit 000007184350940,115855.00,0.00
06/11/2024,'Preauthorized Wd PAYCARGO ACHPAYMENT 240610 BATCH 5971403 081000607064455,0.00,-4634.00
06/11/2024,'Online Intl Wire ANDASHUN GLOBAL SU ANDASHUN GLOBAL SUPPLY CHAIN(HK)LTD 000000000000425,0.00,-39875.00
06/12/2024,'Deposit 000007184370580,2000.00,0.00
06/12/2024,'Preauthorized Wd JOHN HANCOCK MAN PAYMENT TRN*1*E31783552\ 028000080236159,0.00,-650.10
06/12/2024,'Preauthorized Wd MAERSK A/S 4300004138 240611 004300004138 111000027180734,0.00,-17220.00
06/12/2024,'Preauthorized Wd MASS MUTUAL INS. PREMIUM 240612 021000027608663,0.00,-107.89
06/12/2024,'Preauthorized Wd PAYCARGO ACHPAYMENT 240611 BATCH 5976574 081000608183499,0.00,-689.40
06/12/2024,'Preauthorized Wd TECH CARGO LLC ACH 240612 001712200000100,0.00,-162.39
06/13/2024,'Transfer Debit Dp-Ls REF 1651134L FUNDS TRANSFER TO LOAN XXXXXXX7436 NOTE 10102 FROM 997000613113455,0.00,-15000.00
06/13/2024,'Preauthorized Wd MAERSK A/S 4320003711 RMR*IK*DIRECT DEBI T PAYMENT CONFIRMA T\RMR*IK*IO\ 111000029746062,0.00,-16095.00
06/13/2024,'Preauthorized Wd TECH CARGO LLC ACH 240613 001713350000036,0.00,-25695.40
06/13/2024,'Automatic Transfer TRANSFER TO DEPOSIT SYSTEM ACCOUNT XXXXXX8503 000000000000000,0.00,-31424.70
06/14/2024,'Deposit 000007184405610,4350.00,0.00
06/14/2024,'Online Intl Wire SAFROUND LOGISTICS SAFROUND LOGISTICS (HK) CO LIMITED 000000000000611,0.00,-2952.05
06/14/2024,'Online Domestic Wire CROWLEY LATIN AMER CROWLEY LATIN AMERICAN SERVICES LLC 000000000000612,0.00,-36945.00
06/14/2024,'Automatic Transfer TRANSFER TO DEPOSIT SYSTEM ACCOUNT XXXXXX8503 000000000000000,0.00,-14236.47
06/17/2024,'Preauthorized Credit SIAS LOGISTICS L ACH PMT INV. 15782-15781-1 5780-15779-15778-1 5777 021000022978426,30305.00,0.00
06/17/2024,'Deposit 000007184418130,100215.00,0.00
06/17/2024,'Preauthorized Wd MAERSK A/S 4390004002 240614 004390004002 111000020783235,0.00,-22551.00
06/17/2024,Check 2312 000007065697180,0.00,-2000.00
06/17/2024,Check 2313 000007065685520,0.00,-826.81
06/17/2024,Check 2314 000007065690160,0.00,-4850.00
06/18/2024,'Deposit 000007184454320,38687.21,0.00
06/18/2024,'Preauthorized Wd MAERSK A/S 4380003786 RMR*IK*DIRECT DEBI T PAYMENT CONFIRMA T\RMR*IK*IO\ 111000027368167,0.00,-605.00
06/18/2024,'Preauthorized Wd PAYCARGO ACHPAYMENT 240617 BATCH 5994484 081000603216380,0.00,-9652.00
06/18/2024,'Preauthorized Wd TECH CARGO LLC ACH 240618 001703010000043,0.00,-8520.65
06/18/2024,Check 2311 000007099720780,0.00,-1862.00
06/18/2024,'Online Domestic Wire CROWLEY LATIN AMER CROWLEY LATIN AMERICAN SERVICES LLC 000000000000495,0.00,-21775.00
06/20/2024,'Wire Transfer-in CHAX PR LLCBP24062 CHAX PR LLC 000000000000640,8000.00,0.00
06/20/2024,'Deposit 000007184459030,95110.00,0.00
06/20/2024,'Preauthorized Wd PAYCARGO ACHPAYMENT 240618 BATCH 6000818 081000604423192,0.00,-239.50
06/20/2024,'Preauthorized Wd TECH CARGO LLC ACH 240620 001716320000176,0.00,-5766.00
06/20/2024,Check 2310 000007099817300,0.00,-4795.00
06/20/2024,Check 2315 000007099820290,0.00,-585.00
06/20/2024,'Online Intl Wire MINGKUN INTERNATIO MINGKUN INTERNATIONAL LOGISTICS LTD 000000000000778,0.00,-20064.23
06/20/2024,'Online Domestic Wire CROWLEY LATIN AMER CROWLEY LATIN AMERICAN SERVICES LLC 000000000000779,0.00,-21775.00
06/21/2024,'Deposit 000007184493720,202.50,0.00
06/21/2024,'Wire Transfer-in GRUPO EMPRESARIAL GRUPO EMPRESARIAL DE SUPERMERCADOS 000000000000615,2174.00,0.00
06/21/2024,'Deposit 000007184498000,2880.00,0.00
06/21/2024,'Deposit 000007184493870,46196.00,0.00
06/21/2024,'Preauthorized Wd MAERSK A/S 4320003807 RMR*IK*DIRECT DEBI T PAYMENT CONFIRMA T\RMR*IK*IO\ 111000021748075,0.00,-15660.00
06/21/2024,'Preauthorized Wd PAYCARGO ACHPAYMENT 240620 BATCH 6006312 081000606041491,0.00,-4130.58
06/21/2024,'Preauthorized Wd VISA PAYMENT 240621 091000018840869,0.00,-4427.31
06/21/2024,Check 2317 000007099899550,0.00,-3400.00
06/21/2024,'Maintenance Fee ANALYSIS ACTIVITY FOR 05/24 000000000000000,0.00,-286.85
06/21/2024,'Automatic Transfer TRANSFER TO DEPOSIT SYSTEM ACCOUNT XXXXXX8503 000000000000000,0.00,-210.37
06/24/2024,'Deposit 000007184512760,4990.00,0.00
06/24/2024,'Wire Transfer-in OMEGA TECH S.A.OC OMEGA TECH S.A. 000000000000160,33553.42,0.00
06/24/2024,'Preauthorized Wd MAERSK A/S 4370004155 RMR*IK*DIRECT DEBI T PAYMENT CONFIRMA T\RMR*IK*IO\ 111000021484065,0.00,-6920.00
06/24/2024,'Preauthorized Wd PAYCARGO ACHPAYMENT 240621 BATCH 6011253 081000607270286,0.00,-57659.00
06/24/2024,'Preauthorized Wd TECH CARGO LLC ACH 240624 001704070000004,0.00,-5600.00
06/24/2024,'Online Intl Wire PALM LOGISTICS CO. PALM LOGISTICS CO. LTD 000000000000491,0.00,-43500.00
06/25/2024,'Wire Transfer-in CHAX PR LLCBP24062 CHAX PR LLC 000000000000027,3377.00,0.00
06/25/2024,'Preauthorized Wd LEASEDIRECT 8099_1 INV# 82330461 DUE 05/01/24 REC# INV# 587728261 DUE 07/ 01/24 REC# 1747986 043000099756837,0.00,-355.52
06/25/2024,'Preauthorized Wd MAERSK A/S 4360003949 RMR*IK*DIRECT DEBI T PAYMENT CONFIRMA T\RMR*IK*IO\ 111000021746711,0.00,-1395.00
06/25/2024,'Preauthorized Wd MAERSK A/S 4380003901 RMR*IK*DIRECT DEBI T PAYMENT CONFIRMA T\RMR*IK*IO\ 111000027384741,0.00,-11900.00
06/25/2024,'Preauthorized Wd PAYCARGO ACHPAYMENT 240624 BATCH 6013869 081000608622181,0.00,-414.50
06/25/2024,'Preauthorized Wd CARGOSPRINT 047-549944 240625 091000014875555,0.00,-368.50
06/25/2024,'Preauthorized Wd TECH CARGO LLC ACH 240625 001717210000047,0.00,-1380.00
06/25/2024,'Preauthorized Wd TECH CARGO LLC ACH 240625 001717210000055,0.00,-5588.00
06/25/2024,Check 2318 000007066145870,0.00,-3515.00
06/25/2024,Check 2321 000007066135980,0.00,-960.00
06/26/2024,'Wire Transfer-in OMEGA TECH S.A.OC OMEGA TECH S.A. 000000000000212,25250.00,0.00
06/26/2024,'Preauthorized Wd WFS 5929225 240626 0575210 021000024109332,0.00,-962.80
06/26/2024,'Preauthorized Wd CMA-CGM LLC VIATRUSTLY 240626 021214895843036,0.00,-18750.00
06/26/2024,'Preauthorized Wd PAYCARGO ACHPAYMENT 240625 BATCH 6020511 081000609861303,0.00,-2062.33
06/27/2024,'Preauthorized Credit SIAS LOGISTICS L ACH PMT INV. 15792 - 15794 - 15795 021000024806606,49789.54,0.00
06/27/2024,'Preauthorized Wd PAYCARGO ACHPAYMENT 240626 BATCH 6022405 081000600953480,0.00,-2998.50
06/27/2024,'Preauthorized Wd TECH CARGO LLC ACH 240627 001718500000001,0.00,-7412.90
06/27/2024,'Preauthorized Wd TECH CARGO LLC ACH 240627 001718500000068,0.00,-12748.69
06/27/2024,'Preauthorized Wd TECH CARGO LLC ACH 240627 001718500000106,0.00,-1991.72
06/27/2024,'Automatic Transfer TRANSFER TO DEPOSIT SYSTEM ACCOUNT XXXXXX8503 000000000000000,0.00,-17772.62
06/28/2024,'Deposit 000007184572780,8093.64,0.00
06/28/2024,'Deposit 000007184584140,26750.00,0.00
06/28/2024,'Deposit 000007184580920,86840.00,0.00
06/28/2024,'Automatic Ln Paymt AUTOMATIC LOAN PAY 000000000000000,0.00,-926.15
06/28/2024,'Preauthorized Wd PAYCARGO ACHPAYMENT 240627 BATCH 6026076 081000602201292,0.00,-35.21
06/28/2024,'Preauthorized Wd TECH CARGO LLC ACH 240628 001714020000090,0.00,-5600.00
06/28/2024,Check 2319 000007100132590,0.00,-3573.05
06/28/2024,Check 2322 000007100127160,0.00,-2335.00
06/28/2024,Check 2323 000007100141970,0.00,-134.96
06/28/2024,Check 2324 000007100138690,0.00,-1520.49
06/28/2024,Check 2325 000007100140490,0.00,-359.24
06/28/2024,'Online Domestic Wire CROWLEY LATIN AMER CROWLEY LATIN AMERICAN SERVICES LLC 000000000000667,0.00,-90310.00
06/28/2024,'Automatic Transfer TRANSFER TO DEPOSIT SYSTEM ACCOUNT XXXXXX8503 000000000000000,0.00,-6681.02
06/28/2024,"Beginning balance",0.00,0.00
07/01/2024,"'Preauthorized Wd PAYCARGO ACHPAYMENT 240628 BATCH 6031305 081000603473479",0.00,2220.82
07/01/2024,"'Preauthorized Wd TECH CARGO LLC ACH 240701 001713010000051",0.00,6250.00
07/01/2024,"Check 2326 000007100264590",0.00,4167.80
07/01/2024,"Check 2327 000007066449750",0.00,842.38
07/01/2024,"Check 2328 000007066449160",0.00,1400.00
07/02/2024,"'Deposit 000007184645630",116760.00,0.00
07/02/2024,"'Preauthorized Wd TECH CARGO LLC ACH 240702 001703320000004",0.00,1300.00
07/02/2024,"Check 2320 000007100375550",0.00,2055.92
07/02/2024,"'Online Intl Wire MINGKUN INTERNATIO MINGKUN INTERNATIO NAL LOGISTICS LTD 000000000000678",0.00,34331.22
07/02/2024,"'Online Intl Wire PALM LOGISTICS CO. PALM LOGISTICS CO., LTD 000000000000677",0.00,44555.00
07/03/2024,"'Preauthorized Wd MAERSK A/S 4390004214 240702 004390004214 111000022394107",0.00,6720.00
07/03/2024,"'Preauthorized Wd MAERSK A/S 4350004233 RMR*IK*DIRECT DEBI T PAYMENT CONFIRMA T\RMR*IK*IO\ 111000022407481",0.00,13900.00
07/03/2024,"'Preauthorized Wd MERCHANT BNKCD DISCOUNT 240703 938206002884 026008818406153",0.00,59.85
07/03/2024,"'Preauthorized Wd TECH CARGO LLC ACH 240703 001715540000179",0.00,135.00
07/03/2024,"'Preauthorized Wd TECH CARGO LLC ACH 240703 001715540000186",0.00,513.00
07/03/2024,"'Preauthorized Wd TECH CARGO LLC ACH 240703 001715540000009",0.00,790.00
07/03/2024,"'Preauthorized Wd TECH CARGO LLC ACH 240703 001715540000185",0.00,14075.00
07/03/2024,"Check 2329 000007100484380",0.00,2100.00
07/05/2024,"'Preauthorized Credit WORLDWIDE FLT SV AIR CARGO 240705 021000025949577",762.30,0.00
07/05/2024,"'Preauthorized Credit SIAS LOGISTICS L ACH PMT INV. 15801-15822-1 5808-15830-15885-1 5887-15864 021000025596056",38100.00,0.00
07/05/2024,"'Deposit 000007184683350",10329.85,0.00
07/05/2024,"'Preauthorized Wd VISA PAYMENT 240705 091000018874343",0.00,3424.20
07/05/2024,"'Preauthorized Wd PAYCARGO ACHPAYMENT 240703 BATCH 6046437 081000608046709",0.00,8224.50
07/05/2024,"'Preauthorized Wd MAGAYA ACH 7868459150 240705 1860000762 026073187516508",0.00,2706.16
07/05/2024,"'Preauthorized Wd TECH CARGO LLC ACH 240705 001713040000039",0.00,25629.54
07/05/2024,"Check 2330 000007100547020",0.00,540.00
07/05/2024,"'Online Domestic Wire CYZERG LLCTD BANK, CYZERG LLC 000000000000561",0.00,2073.80
07/05/2024,"'Online Intl Wire TRISTAR LOGISTICS TRISTAR LOGISTICS PERU 000000000000563",0.00,6151.08
07/05/2024,"'Online Intl Wire MINGKUN INTERNATIO MINGKUN INTERNATIO NAL LOGISTICS LTD 000000000000562",0.00,23649.50
07/05/2024,"'Online Domestic Wire CROWLEY LATIN AMER CROWLEY LATIN AMER ICAN SERVICES LLC 000000000000560",0.00,45155.00
07/08/2024,"'Wire Transfer-in 1/JAIME BASMESON M 1/JAIME BASMESON M ONTERO 000000000000644",417.00,0.00
07/08/2024,"'Preauthorized Wd AMWINS GRP BEN INS PREMIU 240708 091000010855344",0.00,731.28
07/08/2024,"Check 2305 000007066814070",0.00,649.00
07/08/2024,"Check 2316 000007066815860",0.00,100.00
07/08/2024,"'Automatic Transfer TRANSFER TO DEPOSIT SYSTEM ACCOUNT XXXXXX8503 000000000000000",0.00,210.37
07/09/2024,"'Preauthorized Credit MERCHANT BNKCD DEPOSIT 240709 938206002884 026008815160910",592.25,0.00
07/09/2024,"'Deposit 000007184752260",4720.00,0.00
07/09/2024,"'Deposit 000007184759840",70035.00,0.00
07/09/2024,"'Preauthorized Wd PAYCARGO ACHPAYMENT 240708 BATCH 6053275 081000601139445",0.00,6918.00
07/10/2024,"'Preauthorized Wd PAYCARGO ACHPAYMENT 240709 BATCH 6059373 081000602280120",0.00,584.15
07/11/2024,"'Preauthorized Credit INTERLINK MARKET PAYMENT 240711 2198688 043000092068428",6077.08,0.00
07/11/2024,"'Deposit 000007184805380",22500.00,0.00
07/11/2024,"'Wire Transfer-out CROWLEY LATIN AMER CROWLEY LATIN AMER ICAN SERVICES LLC 000000000000236",0.00,4105.00
07/11/2024,"'Preauthorized Wd MAERSK A/S 4320004154 240710 004320004154 111000027727002",0.00,15090.00
07/11/2024,"'Preauthorized Wd MAERSK A/S 4300004568 240710 004300004568 111000023227419",0.00,20190.00
07/31/2024,"'Wire Transfer-in DISBATTERY LUBRICA DISBATTERY LUBRICA NTES LLC 000000000000494",2710.00,0.00
07/31/2024,"'Deposit 000007185076860",12160.00,0.00
07/31/2024,"'Automatic Transfer TRANSFER TO DEPOSIT SYSTEM ACCOUNT XXXXXX8503 000000000000000",0.00,1080.60
07/31/2024,"Ending Totals",895090.15,882270.61
07/31/2024,"Beginning balance",0.00,0.00
08/01/2024,"'Preauthorized Credit CAPITAL LOGISTIC MILENA 240731 6811688495 211274456549931",1320.00,0.00
08/01/2024,"'Preauthorized Wd CMA-CGM LLC VIATRUSTLY 240801 021214899028628",0.00,9875.00
08/01/2024,"'Preauthorized Wd MAERSK A/S 4350004668 240731 004350004668 111000028318519",0.00,14900.00
08/01/2024,"'Preauthorized Wd TECH CARGO LLC ACH 240801 001315270000030",0.00,2797.10
08/01/2024,"'Preauthorized Wd TECH CARGO LLC ACH 240801 001315270000040",0.00,6250.00
08/01/2024,"'Preauthorized Wd TECH CARGO LLC ACH 240801 001315270000002",0.00,20410.00
08/01/2024,"Check 2349 000007102146800",0.00,807.40
08/01/2024,"Check 2350 000007102146810",0.00,231.80
08/01/2024,"'Online Domestic Wire MTS LOGISTICS, INC MTS LOGISTICS, INC . 000000000000573",0.00,50553.15
08/02/2024,"'Preauthorized Credit AIBONITO MEMORIA PAYMENTS INV 16332 021502015511445",9575.00,0.00
